tag,name,townHallLevel,townHallWeaponLevel,expLevel,trophies,bestTrophies,warStars,attackWins,defenseWins,builderHallLevel,versusTrophies,bestVersusTrophies,versusBattleWins,role,warPreference,donations,donationsReceived,league,clanName,clanTag,datePulled
#990V8RVVP,Sαr Kαr,12,5,212,2696,5002,1750,11,2,9,4223,4601,1783,admin,in,771,843,Master League III,Indian Prestige,#PQJUJCPL,7/30/2022
#2U2QVYR,MyNameInder,12,5,128,2609,2787,226,0,3,7,2443,2528,660,member,in,123,41,Master League III,Indian Prestige,#PQJUJCPL,7/30/2022
#LQPYLQR99,I AM GROOT,14,5,131,2532,3230,381,27,3,9,3078,3167,1015,admin,in,240,705,Crystal League I,Indian Prestige,#PQJUJCPL,7/30/2022
#G8QCY098,hddnshs,11,,129,2516,2670,473,5,0,7,2356,2450,819,member,in,37,166,Crystal League I,Indian Prestige,#PQJUJCPL,7/30/2022
#VQ0V8VVQ,BeerVille,12,5,180,2471,3628,982,23,2,9,4142,4234,1380,admin,in,284,1771,Crystal League I,Indian Prestige,#PQJUJCPL,7/30/2022
#22Y0V90GY,nikhil,11,,109,2443,2578,288,12,1,9,2466,2468,257,admin,in,0,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/30/2022
#PJ9PQLVY0,Dylan,13,3,177,2435,3266,656,6,2,9,4382,4467,1624,coLeader,in,58,227,Crystal League I,Indian Prestige,#PQJUJCPL,7/30/2022
#YQQ9Y9CPC,rj,14,1,138,2280,2387,268,14,1,9,3302,3387,1415,member,in,258,66,Crystal League II,Indian Prestige,#PQJUJCPL,7/30/2022
#PYVRYLV8L,Athul,13,4,159,2277,2858,911,14,6,9,3313,3488,1538,member,in,0,178,Crystal League II,Indian Prestige,#PQJUJCPL,7/30/2022
#LGYC89GG,BUNTS,11,,113,2262,2281,244,23,1,7,2270,2369,345,member,in,0,646,Crystal League II,Indian Prestige,#PQJUJCPL,7/30/2022
#8QUCVGC2,xannn,12,1,151,2049,3323,335,18,3,9,3014,3170,795,admin,in,405,1512,Crystal League III,Indian Prestige,#PQJUJCPL,7/30/2022
#YRQVPV8L8,@adriangoyard,13,5,145,2004,2955,402,11,2,9,3353,3419,737,member,in,236,0,Crystal League III,Indian Prestige,#PQJUJCPL,7/30/2022
#QCG2RPQ0G,R[a]D™,13,1,57,1797,2295,91,0,0,5,1096,1132,42,coLeader,in,4,0,,Indian Prestige,#PQJUJCPL,7/30/2022
#Q0GPQP2RY,DEAD£DEAL,14,1,125,1760,2659,351,4,5,9,2694,3045,901,admin,in,113,126,Gold League II,Indian Prestige,#PQJUJCPL,7/30/2022
#Q0RLV2G88,Acer DJ,13,5,136,1730,2778,253,5,2,9,3064,3394,1390,coLeader,in,230,123,Gold League II,Indian Prestige,#PQJUJCPL,7/30/2022
#LULQP008C,coc lover,13,1,155,1709,3249,639,22,2,9,3916,3948,2418,admin,in,103,0,Gold League I,Indian Prestige,#PQJUJCPL,7/30/2022
#YGJLRG2YG,Shredder,13,2,143,1692,5006,474,117,207,9,3874,4103,1170,admin,in,1061,1579,Gold League II,Indian Prestige,#PQJUJCPL,7/30/2022
#2U0RQYY2,Ân-Kêë-T,12,4,161,1666,3540,522,16,2,7,2487,2518,534,member,in,104,402,Gold League II,Indian Prestige,#PQJUJCPL,7/30/2022
#9V2L99QRC,RaZr_Alpha,11,,129,1184,2404,280,4,1,9,3041,3102,1035,member,in,285,262,Silver League I,Indian Prestige,#PQJUJCPL,7/30/2022
#2LQPUVY28,persius,14,2,215,783,4680,1848,0,16,8,2613,2826,653,admin,in,2752,346,Bronze League I,Indian Prestige,#PQJUJCPL,7/30/2022
#8C98082J,cookie monster,14,1,234,4792,5054,1848,19,0,9,3846,4255,2420,member,in,1164,633,Titan League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#RPU0LQR0,Big Dog 29,14,5,236,4504,5243,2460,17,2,9,4947,5305,3427,admin,in,1276,1326,Titan League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#QL0YGL8JP,The F Train,14,2,155,4459,4489,530,28,0,9,3940,4102,1724,member,in,537,1379,Titan League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#9UGJ02PU,CHIEF REDSKIN,14,2,207,4389,5010,1022,6,0,9,3045,3078,3236,leader,in,117,420,Titan League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#2L8UJQQ29,JohnChalant,14,5,227,4381,5535,1920,16,1,9,3867,3957,822,coLeader,in,3,0,Titan League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#GVPCQULP,*Bond007*,14,5,233,4149,5724,2086,0,2,9,4485,5062,2437,coLeader,in,167,48,Titan League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#PQJ0VLU0,Lucas,14,5,229,3990,4673,2866,0,0,9,4049,4610,3387,coLeader,in,141,3,,Invidia Bandit,#9VG8P90Q,7/31/2022
#G98YPPYQ,AJ,13,3,167,3900,4108,826,9,0,9,3542,3648,1275,member,in,198,369,Champion League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#Q0PJRLG9,Art Vandelay,12,5,204,3707,5020,954,21,0,9,3108,3268,1582,coLeader,in,446,1000,Champion League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#YLCU2R922,Big Dog 87,12,5,148,3679,3946,947,14,1,7,2483,2680,657,admin,in,953,1330,Champion League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#GVYR22LP,Lady Deanna,13,2,215,3678,3897,2743,1,3,9,4271,5021,2048,admin,in,411,369,Champion League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#2C2R0228C,Darth Cool,14,3,220,3654,3670,3088,21,4,9,4585,4706,1974,member,in,30,2,Champion League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#LP0RVRP8,M0nkeyBumH3ad,14,5,183,3350,3756,2010,0,1,9,3700,3875,584,admin,in,132,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#LRVVPU08C,Dr. No,12,5,145,3350,3647,1081,0,3,9,3150,3150,763,member,in,48,72,Champion League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#QVGGVC02,MarketHood,14,5,226,3311,5184,1511,10,1,9,3372,3374,646,coLeader,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#982V0CC9Q,メイド・イン・ヘブン　〆Ice,12,3,141,3206,3503,644,3,1,9,2638,2873,543,member,in,87,112,Champion League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#QP8V9Y2G,tanvir khakh,12,5,168,3198,3326,648,0,0,9,3239,3358,968,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#VJU0809J,Quincy,12,5,170,3171,4348,781,2,0,8,2518,2579,459,member,in,40,42,Champion League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#LYPR8JC9,Daniel,14,5,231,3155,4119,3506,0,1,9,3356,3356,159,coLeader,in,404,45,Master League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#9PRQYL90C,•ᴮᴬᴰʙᴏʏツ,14,5,210,3138,3561,784,31,3,9,2415,2822,954,member,in,1349,2493,Master League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#80PPP9YY,Fatcat,13,3,181,3125,3684,2745,0,0,7,1222,1241,50,admin,in,0,150,,Invidia Bandit,#9VG8P90Q,7/31/2022
#8GQGV0J0Q,Xavi Hernandez,13,3,216,3086,5053,1694,11,2,9,3620,4470,3026,member,in,2138,817,Master League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#2RPL8QYQ9,Bandit,12,5,177,3032,3220,2579,0,1,7,1225,1225,43,member,in,95,54,Master League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#QQGC9R0L,Mawo,13,5,198,2969,3942,2690,0,0,9,4971,5260,3314,admin,in,235,68,,Invidia Bandit,#9VG8P90Q,7/31/2022
#22J82P2VG,KING DAVID,12,5,171,2854,3227,1111,9,1,9,3667,3758,1297,member,in,53,294,Master League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#CQ28Y2QL,Fatcat,14,3,208,2820,4311,2733,0,0,8,2345,2405,154,coLeader,in,133,70,Master League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#L09P9JQ2,mangus,13,3,227,2794,3853,3730,0,0,8,3157,3341,383,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#LQRQ98Q0,SUNNY,12,4,164,2642,3224,2325,3,0,8,2523,2668,401,admin,in,52,112,Master League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#LCGUY8GY,raymond,13,2,194,2637,3685,2419,0,2,9,3338,3817,1481,admin,in,0,12,Master League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#Q8PYYYJ8G,Kaselcap 2.0,12,5,118,2583,2855,310,46,1,9,2880,2943,191,member,in,29,210,Crystal League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#LC8PPYCU,Shiver,14,2,210,2475,4100,1679,2,3,9,5000,5377,1842,coLeader,in,116,21,Crystal League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#9YL2YRGC,ashley,12,5,198,2434,4156,1185,4,1,9,2867,3795,1187,member,in,290,84,Crystal League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#8CGCJRV20,cass,11,,144,2378,2617,406,1,3,7,2388,2489,1119,member,in,0,0,Crystal League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#898V80LP0,LITTLE REDSKIN,11,,122,2368,3539,622,0,0,7,2368,2507,1345,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#8YRYGRLLG,Mangusson,13,1,200,2365,3216,3807,0,0,8,3102,3282,383,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#2LRRG8CUY,NikolaTesla,11,,148,2321,3500,640,11,2,6,2277,2340,267,member,in,0,0,Crystal League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#YJU2QPLQ,cane,14,5,241,2278,3875,3195,1,0,9,2549,5092,3943,coLeader,in,140,201,Crystal League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#22UQGPR8G,canetoo,14,5,217,2278,3795,1850,31,1,9,3521,4343,3153,coLeader,in,347,95,Crystal League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#LYRLGCL0Y,Xavi सबका बाप,11,,110,2199,2429,306,0,0,5,730,743,26,member,in,19,65,,Invidia Bandit,#9VG8P90Q,7/31/2022
#RPCV0RPV,¯❦¯,12,5,187,2090,3079,2264,1,1,9,4720,4845,3391,admin,in,277,72,Crystal League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#2L2PQY0PQ,Also Shiver,10,,117,2001,2095,208,0,0,7,2653,2747,460,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#RY2QVC9,John Fierce,11,,157,1913,3193,1056,0,0,9,3887,4804,1572,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#Y200LUJ8Y,-:Bee:-,11,,102,1601,1791,805,1,0,4,706,780,34,coLeader,in,0,66,Gold League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#Q889VLLP0,Jack Goff,12,1,72,1589,2156,45,0,0,4,527,527,21,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#PYY2CL2,H.E.Pennypacker,9,,100,1558,1895,244,0,1,8,2565,2649,469,coLeader,in,0,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/31/2022
#LUCPCLCC,!Clint¡,13,1,222,1547,3509,1608,16,7,9,4825,4970,1943,admin,in,684,147,Gold League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#LQRVL8RQ2,Snowman,10,,82,1490,1570,111,0,1,3,250,250,7,member,in,65,110,Gold League III,Invidia Bandit,#9VG8P90Q,7/31/2022
#LUCCVV9LY,Horton’s Who,13,3,160,1137,3414,922,5,4,9,3276,3391,1028,admin,in,113,0,Silver League I,Invidia Bandit,#9VG8P90Q,7/31/2022
#YP0CCY0YG,Kel Varnsen,8,,71,895,1475,32,0,0,7,2229,2299,302,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/31/2022
#YYC2UJYJ,domezyy,14,2,226,4790,5107,764,12,3,9,4792,4932,2837,admin,in,247,988,Titan League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#GL98C8YC,SupraTurbo95,14,5,225,4645,5287,3151,8,7,9,3664,3805,288,coLeader,in,218,286,Titan League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#8LVRJ0Q8,wez,13,5,224,4576,4715,2126,4,1,9,4341,4821,2423,admin,in,952,373,Titan League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#ULUUR8LC,Darkitect,14,5,235,4382,5759,2533,2,0,9,4912,5423,3324,admin,in,251,234,Titan League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#QVPY8CCG,Nathan,13,3,181,4173,4337,1099,12,2,9,3362,3571,609,admin,in,236,473,Titan League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#20C2CLGYL,0,14,5,232,4017,5588,2648,7,3,9,5000,5005,1166,admin,in,137,327,Champion League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#RQRVYVRG,MJ,14,5,227,3997,4911,1778,3,0,9,4687,5008,1817,admin,in,278,312,Champion League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#2RG8YRUG,timmy,13,5,203,3720,3983,2113,0,7,9,4940,5118,637,member,in,1346,252,Champion League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#JGQQ2R2L,stonedboss II,14,1,181,3659,3693,1025,4,2,9,3749,3749,863,member,in,404,456,Champion League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#RVQY2P9V,scap99,14,5,217,3634,4387,2398,1,3,9,4598,5024,3839,admin,in,633,120,Champion League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#9CJRYVP,King,12,5,184,3609,3591,1628,11,4,9,4788,5069,2370,admin,in,202,347,Champion League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#8Q08UJQV0,Coco,13,3,192,3408,3563,2541,0,0,7,2469,2732,985,leader,in,656,0,Champion League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#Q20JJQLP,Red,13,4,178,3298,3741,845,0,1,9,3105,3307,876,member,in,0,77,Champion League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#V9JRRY8R,stonedboss,14,5,216,3241,3776,1542,3,4,9,4719,4757,1419,admin,in,1163,324,Champion League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#299LJLL8G,Greg,14,5,240,3236,5139,1193,4,1,9,3733,4346,3013,admin,in,248,240,Champion League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#8LQYCJLRJ,McKnight,14,1,217,3210,5139,1043,0,0,9,3903,4017,744,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#202GLPUJG,mattc,14,1,209,3132,3736,1929,0,0,9,4810,5154,3046,member,in,0,0,Master League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#28YC9UV9,Tatu 09,13,3,188,3109,3720,1503,0,3,8,2533,2614,435,admin,in,0,106,Master League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#RCUVLJG,Terror d'or,13,2,186,3064,3274,1521,6,1,8,2851,3004,679,member,in,49,181,Master League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#LLVY28J,Edo25,11,,115,2977,3318,196,2,0,8,2176,2231,241,member,in,25,547,Master League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#8QU8QLYPJ,TV39,12,5,155,2847,3817,491,13,0,9,3351,3489,1189,member,in,470,978,Master League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#9JUU8YRP,Slungshot326,12,5,170,2819,3581,518,0,0,9,3789,3910,1433,admin,in,351,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#U282U,Dead Joker,11,,133,2745,2982,267,33,0,8,2552,2843,501,member,in,219,670,Master League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#8GQ2L0RL,Sebastian,13,5,193,2714,3578,1311,0,3,9,3340,3523,898,admin,in,0,0,Master League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#2QLV29V0,mark,12,5,177,2685,3631,1297,0,0,9,3053,3194,512,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#YQYL0088,Victor,11,,130,2670,2812,437,5,2,9,2979,3036,677,member,in,119,201,Master League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#92JLRYPUV,Mini Boog,12,5,167,2644,3408,1254,0,0,9,2443,2443,185,coLeader,in,207,70,Master League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#PJ9QPLQLJ,Rene Descartes,13,4,151,2639,2920,1115,24,1,9,3129,3519,785,member,in,60,285,Master League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#LRY9JLRJ,liammonks10,12,2,141,2602,2901,430,0,0,8,2441,2472,321,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#800PP9LUJ,Tobiah,13,5,183,2525,3526,1422,0,0,9,4031,4390,1391,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#UU8LRRRU,pico dehalcon,12,5,173,2448,3969,1153,23,0,9,2747,3655,1049,member,in,148,833,Crystal League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#R9U8CUL,Lollo,11,,132,2420,2873,440,0,0,7,2370,2398,542,member,in,167,140,,Rob-Seb,#8Q0L9CRY,7/31/2022
#280C2VV0C,swimmerhair,14,4,231,2364,5476,2431,0,0,9,4832,5089,2860,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#YP92V9PP,RedWRX74,12,4,179,2322,3210,1190,0,2,9,3161,3487,791,coLeader,in,359,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#JR2PRU0P,Godz,12,5,173,2306,3211,2061,0,2,9,3082,3198,543,member,in,0,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#98GC8QRQ,john,13,4,141,2225,2987,336,0,0,6,1891,1990,133,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#LYLGR88JG,Banana Soup,12,5,124,2195,2340,442,0,0,9,2658,2835,514,coLeader,in,173,80,,Rob-Seb,#8Q0L9CRY,7/31/2022
#LRUG98R98,Seabass,12,5,131,2186,2649,562,0,6,7,2247,2441,331,admin,in,0,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#LG0GYG2U,Gonzo,11,,142,2148,2902,799,0,0,7,2138,2387,503,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#820P8L220,MoV,11,,124,2113,2270,170,0,0,5,1746,1746,148,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#L0PV09L0Q,Swishmaster,12,2,84,2098,2240,22,7,1,4,1519,1542,64,member,in,94,102,Crystal League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#2PRQVQJP,IlikeVisa,11,,137,2058,2870,346,0,0,8,2444,2500,350,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#LQYY9L80U,GunHawk,10,,84,2021,2104,129,6,0,7,1955,2065,295,member,in,0,0,Crystal League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#Q2QGLVLVL,stoned minimini,11,,85,2000,2010,97,3,3,8,906,906,29,coLeader,in,0,277,Crystal League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#QPPQVGVCY,Retired Fun,11,,129,1881,2696,344,2,6,9,2519,2833,867,member,in,143,65,Gold League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#PPVYR8YC9,Jinluy,9,,85,1767,1817,50,10,0,6,2155,2155,293,member,in,2,205,Gold League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#QPR0JL8C0,Feeny37,10,,86,1757,1823,100,0,0,6,1578,1651,102,member,in,0,0,Gold League II,Rob-Seb,#8Q0L9CRY,7/31/2022
#QR8P98299,اللّه,9,,82,1538,2019,53,1,0,7,1862,1923,223,member,in,0,0,Gold League III,Rob-Seb,#8Q0L9CRY,7/31/2022
#Q8QRLPJUJ,PekkaBoMack,10,,84,1298,1413,272,0,0,2,403,445,15,coLeader,in,0,0,Silver League I,Rob-Seb,#8Q0L9CRY,7/31/2022
#LQPC02YRQ,DrunkBanana,10,,73,987,1057,55,0,0,4,50,50,0,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/31/2022
#290LGJPL,UnDead Monkeyy,14,5,231,5080,5330,2511,35,1,9,3419,3996,3238,member,in,480,0,Legend League,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#UJVR2Y9,Sir Rgra,14,5,238,4974,5294,2956,12,1,9,4089,4327,1975,coLeader,in,932,1155,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2JG0RPCY9,Robert III,14,5,233,4919,5300,2805,14,0,9,4076,4357,1900,member,in,45,0,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#PR0UURRJ,mgrav,14,5,228,4699,5302,2844,4,2,9,4134,4648,3482,member,in,0,195,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2Q0UYQPR,mgrav the third,14,5,211,4634,5006,1722,7,2,9,3773,4275,1642,member,in,566,288,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#VP9V8CPR,SiriusGoldman,14,5,235,4581,5436,3150,12,2,9,2788,4772,3840,member,in,132,537,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#92VRP822,Hades,14,5,219,4581,5310,2560,1,0,9,4372,4428,362,member,in,0,0,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#Y22088QL,osja76,14,5,221,4571,5060,2913,1,0,9,4262,4281,1200,member,in,231,349,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#8R9280CJ0,Anubis,13,1,186,4562,4860,835,32,0,8,2691,2839,1268,admin,in,148,0,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#80R9C08L,kick,14,5,238,4556,5210,2627,1,3,9,4061,4686,3352,member,in,429,141,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#9RP8UCC8,vp,14,5,238,4413,5190,2918,8,2,9,4858,5434,6536,member,in,860,6,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#JU9QQJY9,mongo,14,2,210,4365,4382,3588,14,2,9,4239,4265,3485,admin,in,0,0,Titan League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#8GC9V8QU,Joe.jk,14,5,225,4363,5078,2595,25,5,9,3984,4743,5263,member,in,697,1132,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#28PQCL9UJ,Lisa,14,5,238,4214,4634,3529,1,0,9,4175,4175,2139,leader,in,667,0,Titan League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#8G88CPP0,Ninja,14,5,262,4193,5417,3006,0,0,9,4330,4486,2904,coLeader,in,796,0,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2CQL2VQ,joe,14,5,218,4146,4333,2255,9,2,9,4037,4497,3155,member,in,667,375,Titan League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#20CQCUGR,magnus,13,5,187,4070,4257,945,7,2,9,3462,3762,1096,member,in,297,597,Champion League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#J0VL828P,Dr.Bowling,14,5,211,3886,4510,1848,0,1,8,3039,3039,584,admin,in,0,268,Champion League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#9GP2RCCYU,Reaper,12,5,168,3866,3984,130,31,0,8,2653,2784,1308,admin,in,299,0,Champion League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#GJG2CYV0,Nicky By,13,5,187,3735,4053,1453,1,0,9,3516,3737,1040,member,in,149,293,Champion League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#QPYPUPYY,Jeromi,13,5,232,3682,5120,2746,21,4,9,4944,5991,8940,member,in,1536,1257,Champion League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#PPLGJP08,HEIZE,14,5,212,3453,3878,1405,0,0,9,3928,4502,1572,member,in,0,0,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#L0LP8V8R,stun,14,5,201,3421,4547,1459,0,0,9,4764,4944,1788,member,in,0,93,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#YC0LYLL2,Diplo_99,12,5,174,3365,3371,777,15,1,9,3547,3752,1604,admin,in,0,0,Champion League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2092RYYQJ,alcoman,12,5,178,3297,3571,1256,5,2,8,2890,3046,785,member,in,704,430,Champion League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#L0JUJ2JYC,N O M A N,13,4,157,3254,5020,579,8,0,9,3106,3106,1232,member,in,123,355,Champion League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#928YR0P92,I Am NewTon,13,5,212,3238,4369,2265,7,0,9,4171,4171,919,member,in,335,537,Champion League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2LCJ9U228,DARK KNIGHT,12,5,181,3183,3695,2263,0,0,8,2545,2592,339,admin,in,141,140,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#200VUPCUP,Shahzaib Ahmed,13,5,227,3125,4184,2344,11,5,8,2492,2492,447,member,in,481,789,Master League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#Y0RRY9YY,GetPsyched,12,3,164,3090,3414,684,9,3,9,3997,4030,1520,member,in,0,616,Master League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#GY0R2PR0,Divyam121,12,3,163,3048,3264,1157,1,1,9,3336,3340,906,member,in,104,70,Master League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#C9JYQ88R,Black Arianator,13,1,178,2978,3135,1236,1,1,9,3774,3774,253,admin,in,289,296,Master League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#VV9Y8CV8,The Big Banana,13,5,162,2967,3107,1262,0,0,9,3255,3336,868,coLeader,in,45,47,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#YV2RVGGV,josoel,12,2,158,2880,3621,854,11,0,9,3505,3670,1157,admin,in,193,358,Master League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2URV9J08U,GC0C0,12,3,150,2801,3121,697,1,1,8,2769,3010,833,member,in,206,134,Master League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2YLCUYLJG,jacky,12,1,146,2722,2871,1072,0,0,7,2342,2508,135,admin,in,79,0,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#QCVP8LLP,Futility,14,5,214,2715,4750,2881,3,1,9,3462,3989,604,coLeader,in,203,78,Master League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#2VJRJJ2JV,Joker,12,4,163,2639,3271,1252,0,0,8,2539,2554,807,member,in,0,174,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#YQCQJ8VCL,GC0C02️⃣,11,,120,2638,2734,275,4,2,7,2052,2052,108,admin,in,35,335,Master League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#9G08QGQ0Q,SUSHI,12,5,152,2632,2967,1597,0,1,7,2432,2745,1278,coLeader,in,0,0,Master League III,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#PRCYGP0YG,Shaheer,12,5,165,2545,3396,982,15,2,9,3717,3717,1284,member,in,321,648,Crystal League I,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#LRRP2QY8J,Hiræth,12,5,122,2420,2485,340,0,0,9,1915,2076,134,member,in,6,86,,Vi11ageWarriors,#LL2C8L8V,7/31/2022
#UQGQLCP9,Goatosis,11,,129,2345,2771,263,13,2,9,2934,2935,516,member,in,45,365,Crystal League II,Vi11ageWarriors,#LL2C8L8V,7/31/2022
